onset,duration,description
1970-01-01 00:00:00.000000,2.9180248679577403,BAD_
1970-01-01 00:00:03.582749,2.084303477112676,BAD_
1970-01-01 00:03:16.397047,2.7152277728873173,BAD_
1970-01-01 00:03:36.486015,1.6167435079225356,BAD_
1970-01-01 00:03:50.175795,2.9180248679577403,BAD_
1970-01-01 00:05:25.304196,1.6505430237675682,BAD_
1970-01-01 00:07:06.572842,2.7152277728873173,BAD_
1970-01-01 00:07:26.661810,1.6167435079225356,BAD_
1970-01-01 00:09:15.479991,1.6505430237675682,BAD_
